year,sex,age,population
1971,Male,90,1418
1972,Male,90,1419
1973,Male,90,1391
1974,Male,90,1535
1975,Male,90,1569
1976,Male,90,1684
1977,Male,90,1634
1978,Male,90,1876
1979,Male,90,1947
1980,Male,90,1974
1981,Male,90,2087
1982,Male,90,2140
1983,Male,90,2101
1984,Male,90,2105
1985,Male,90,2216
1986,Male,90,2193
1987,Male,90,2330
1988,Male,90,2365
1989,Male,90,2489
1990,Male,90,3027
1991,Male,90,2977
1992,Male,90,3430
1993,Male,90,3464
1994,Male,90,3728
1995,Male,90,3830
1996,Male,90,4166
1997,Male,90,4370
1998,Male,90,4714
1999,Male,90,5045
2000,Male,90,5495
2001,Male,90,5753
2002,Male,90,6119
2003,Male,90,6627
2004,Male,90,7038
2005,Male,90,7371
2006,Male,90,7589
2007,Male,90,7876
2008,Male,90,7821
2009,Male,90,8248
2010,Male,90,10175
2011,Male,90,10891
2012,Male,90,11740
2013,Male,90,12020
2014,Male,90,12878
2015,Male,90,13611
2016,Male,90,14635
2017,Male,90,14856
2018,Male,90,15627
2019,Male,90,16019
2020,Male,90,17181
2021,Male,90,17390
2022,Male,90,17005
2023,Male,90,17293
2024,Male,90,17714
2025,Male,90,18504
1971,Male,91,962
1972,Male,91,1068
1973,Male,91,1075
1974,Male,91,1078
1975,Male,91,1148
1976,Male,91,1168
1977,Male,91,1323
1978,Male,91,1302
1979,Male,91,1459
1980,Male,91,1533
1981,Male,91,1492
1982,Male,91,1648
1983,Male,91,1654
1984,Male,91,1701
1985,Male,91,1658
1986,Male,91,1713
1987,Male,91,1740
1988,Male,91,1827
1989,Male,91,1852
1990,Male,91,1928
1991,Male,91,2338
1992,Male,91,2421
1993,Male,91,2751
1994,Male,91,2798
1995,Male,91,3009
1996,Male,91,3032
1997,Male,91,3364
1998,Male,91,3551
1999,Male,91,3822
2000,Male,91,4162
2001,Male,91,4426
2002,Male,91,4700
2003,Male,91,4959
2004,Male,91,5354
2005,Male,91,5727
2006,Male,91,6003
2007,Male,91,6234
2008,Male,91,6468
2009,Male,91,6442
2010,Male,91,6772
2011,Male,91,8273
2012,Male,91,9003
2013,Male,91,9796
2014,Male,91,10070
2015,Male,91,10784
2016,Male,91,11477
2017,Male,91,12274
2018,Male,91,12507
2019,Male,91,13090
2020,Male,91,13708
2021,Male,91,14597
2022,Male,91,14535
2023,Male,91,14223
2024,Male,91,14643
2025,Male,91,14962
1971,Male,92,649
1972,Male,92,695
1973,Male,92,802
1974,Male,92,826
1975,Male,92,803
1976,Male,92,852
1977,Male,92,906
1978,Male,92,1030
1979,Male,92,997
1980,Male,92,1133
1981,Male,92,1187
1982,Male,92,1156
1983,Male,92,1286
1984,Male,92,1315
1985,Male,92,1338
1986,Male,92,1256
1987,Male,92,1325
1988,Male,92,1335
1989,Male,92,1425
1990,Male,92,1429
1991,Male,92,1517
1992,Male,92,1845
1993,Male,92,1970
1994,Male,92,2159
1995,Male,92,2234
1996,Male,92,2368
1997,Male,92,2425
1998,Male,92,2705
1999,Male,92,2848
2000,Male,92,3050
2001,Male,92,3392
2002,Male,92,3529
2003,Male,92,3730
2004,Male,92,3937
2005,Male,92,4291
2006,Male,92,4572
2007,Male,92,4840
2008,Male,92,5044
2009,Male,92,5219
2010,Male,92,5189
2011,Male,92,5406
2012,Male,92,6759
2013,Male,92,7343
2014,Male,92,8028
2015,Male,92,8277
2016,Male,92,8961
2017,Male,92,9349
2018,Male,92,10035
2019,Male,92,10306
2020,Male,92,10826
2021,Male,92,11458
2022,Male,92,12004
2023,Male,92,11919
2024,Male,92,11780
2025,Male,92,12068
1971,Male,93,508
1972,Male,93,474
1973,Male,93,520
1974,Male,93,579
1975,Male,93,602
1976,Male,93,603
1977,Male,93,626
1978,Male,93,684
1979,Male,93,803
1980,Male,93,747
1981,Male,93,840
1982,Male,93,881
1983,Male,93,865
1984,Male,93,998
1985,Male,93,967
1986,Male,93,1054
1987,Male,93,972
1988,Male,93,1003
1989,Male,93,1013
1990,Male,93,1051
1991,Male,93,1073
1992,Male,93,1154
1993,Male,93,1446
1994,Male,93,1535
1995,Male,93,1665
1996,Male,93,1754
1997,Male,93,1828
1998,Male,93,1921
1999,Male,93,2146
2000,Male,93,2236
2001,Male,93,2472
2002,Male,93,2624
2003,Male,93,2710
2004,Male,93,2892
2005,Male,93,3113
2006,Male,93,3383
2007,Male,93,3610
2008,Male,93,3778
2009,Male,93,3985
2010,Male,93,4091
2011,Male,93,4063
2012,Male,93,4261
2013,Male,93,5387
2014,Male,93,5931
2015,Male,93,6446
2016,Male,93,6668
2017,Male,93,7147
2018,Male,93,7486
2019,Male,93,8164
2020,Male,93,8307
2021,Male,93,8755
2022,Male,93,9163
2023,Male,93,9583
2024,Male,93,9691
2025,Male,93,9454
1971,Male,94,345
1972,Male,94,349
1973,Male,94,342
1974,Male,94,373
1975,Male,94,410
1976,Male,94,436
1977,Male,94,424
1978,Male,94,441
1979,Male,94,515
1980,Male,94,591
1981,Male,94,549
1982,Male,94,626
1983,Male,94,662
1984,Male,94,683
1985,Male,94,758
1986,Male,94,720
1987,Male,94,799
1988,Male,94,725
1989,Male,94,755
1990,Male,94,737
1991,Male,94,769
1992,Male,94,824
1993,Male,94,888
1994,Male,94,1152
1995,Male,94,1229
1996,Male,94,1218
1997,Male,94,1374
1998,Male,94,1394
1999,Male,94,1524
2000,Male,94,1685
2001,Male,94,1767
2002,Male,94,1903
2003,Male,94,1973
2004,Male,94,2048
2005,Male,94,2235
2006,Male,94,2368
2007,Male,94,2591
2008,Male,94,2769
2009,Male,94,2863
2010,Male,94,3042
2011,Male,94,3088
2012,Male,94,3136
2013,Male,94,3359
2014,Male,94,4268
2015,Male,94,4684
2016,Male,94,5090
2017,Male,94,5190
2018,Male,94,5637
2019,Male,94,5913
2020,Male,94,6483
2021,Male,94,6574
2022,Male,94,6783
2023,Male,94,7191
2024,Male,94,7674
2025,Male,94,7736
1971,Male,95,245
1972,Male,95,249
1973,Male,95,231
1974,Male,95,267
1975,Male,95,261
1976,Male,95,299
1977,Male,95,306
1978,Male,95,304
1979,Male,95,324
1980,Male,95,383
1981,Male,95,424
1982,Male,95,413
1983,Male,95,445
1984,Male,95,504
1985,Male,95,539
1986,Male,95,566
1987,Male,95,547
1988,Male,95,574
1989,Male,95,545
1990,Male,95,546
1991,Male,95,533
1992,Male,95,612
1993,Male,95,626
1994,Male,95,665
1995,Male,95,911
1996,Male,95,974
1997,Male,95,960
1998,Male,95,1043
1999,Male,95,1072
2000,Male,95,1184
2001,Male,95,1314
2002,Male,95,1349
2003,Male,95,1403
2004,Male,95,1433
2005,Male,95,1564
2006,Male,95,1646
2007,Male,95,1778
2008,Male,95,1930
2009,Male,95,2054
2010,Male,95,2110
2011,Male,95,2257
2012,Male,95,2292
2013,Male,95,2425
2014,Male,95,2603
2015,Male,95,3296
2016,Male,95,3620
2017,Male,95,3858
2018,Male,95,3927
2019,Male,95,4278
2020,Male,95,4611
2021,Male,95,5059
2022,Male,95,4988
2023,Male,95,5117
2024,Male,95,5591
2025,Male,95,6028
1971,Male,96,173
1972,Male,96,179
1973,Male,96,168
1974,Male,96,169
1975,Male,96,188
1976,Male,96,206
1977,Male,96,212
1978,Male,96,216
1979,Male,96,214
1980,Male,96,245
1981,Male,96,280
1982,Male,96,325
1983,Male,96,305
1984,Male,96,344
1985,Male,96,366
1986,Male,96,441
1987,Male,96,422
1988,Male,96,411
1989,Male,96,419
1990,Male,96,377
1991,Male,96,400
1992,Male,96,407
1993,Male,96,479
1994,Male,96,488
1995,Male,96,501
1996,Male,96,729
1997,Male,96,726
1998,Male,96,745
1999,Male,96,815
2000,Male,96,831
2001,Male,96,952
2002,Male,96,975
2003,Male,96,965
2004,Male,96,995
2005,Male,96,1009
2006,Male,96,1146
2007,Male,96,1206
2008,Male,96,1272
2009,Male,96,1408
2010,Male,96,1478
2011,Male,96,1531
2012,Male,96,1640
2013,Male,96,1668
2014,Male,96,1837
2015,Male,96,1936
2016,Male,96,2480
2017,Male,96,2672
2018,Male,96,2849
2019,Male,96,2930
2020,Male,96,3168
2021,Male,96,3496
2022,Male,96,3789
2023,Male,96,3712
2024,Male,96,3818
2025,Male,96,4307
1971,Male,97,100
1972,Male,97,113
1973,Male,97,139
1974,Male,97,119
1975,Male,97,110
1976,Male,97,136
1977,Male,97,148
1978,Male,97,143
1979,Male,97,155
1980,Male,97,166
1981,Male,97,175
1982,Male,97,187
1983,Male,97,248
1984,Male,97,260
1985,Male,97,256
1986,Male,97,268
1987,Male,97,322
1988,Male,97,311
1989,Male,97,312
1990,Male,97,271
1991,Male,97,262
1992,Male,97,289
1993,Male,97,298
1994,Male,97,380
1995,Male,97,376
1996,Male,97,365
1997,Male,97,528
1998,Male,97,539
1999,Male,97,607
2000,Male,97,640
2001,Male,97,664
2002,Male,97,696
2003,Male,97,674
2004,Male,97,694
2005,Male,97,703
2006,Male,97,674
2007,Male,97,803
2008,Male,97,858
2009,Male,97,862
2010,Male,97,1018
2011,Male,97,1007
2012,Male,97,1079
2013,Male,97,1166
2014,Male,97,1217
2015,Male,97,1362
2016,Male,97,1465
2017,Male,97,1761
2018,Male,97,1899
2019,Male,97,2031
2020,Male,97,2093
2021,Male,97,2303
2022,Male,97,2541
2023,Male,97,2744
2024,Male,97,2654
2025,Male,97,2791
1971,Male,98,76
1972,Male,98,73
1973,Male,98,66
1974,Male,98,109
1975,Male,98,92
1976,Male,98,75
1977,Male,98,92
1978,Male,98,102
1979,Male,98,92
1980,Male,98,113
1981,Male,98,124
1982,Male,98,95
1983,Male,98,130
1984,Male,98,203
1985,Male,98,209
1986,Male,98,205
1987,Male,98,192
1988,Male,98,233
1989,Male,98,232
1990,Male,98,216
1991,Male,98,164
1992,Male,98,137
1993,Male,98,191
1994,Male,98,211
1995,Male,98,320
1996,Male,98,304
1997,Male,98,267
1998,Male,98,388
1999,Male,98,404
2000,Male,98,511
2001,Male,98,528
2002,Male,98,422
2003,Male,98,461
2004,Male,98,460
2005,Male,98,478
2006,Male,98,470
2007,Male,98,477
2008,Male,98,543
2009,Male,98,574
2010,Male,98,592
2011,Male,98,667
2012,Male,98,681
2013,Male,98,727
2014,Male,98,823
2015,Male,98,895
2016,Male,98,1030
2017,Male,98,994
2018,Male,98,1248
2019,Male,98,1317
2020,Male,98,1387
2021,Male,98,1454
2022,Male,98,1574
2023,Male,98,1820
2024,Male,98,2037
2025,Male,98,1942
1971,Male,99,47
1972,Male,99,48
1973,Male,99,45
1974,Male,99,39
1975,Male,99,97
1976,Male,99,60
1977,Male,99,49
1978,Male,99,62
1979,Male,99,74
1980,Male,99,61
1981,Male,99,76
1982,Male,99,90
1983,Male,99,32
1984,Male,99,84
1985,Male,99,182
1986,Male,99,178
1987,Male,99,144
1988,Male,99,136
1989,Male,99,170
1990,Male,99,156
1991,Male,99,122
1992,Male,99,182
1993,Male,99,167
1994,Male,99,186
1995,Male,99,212
1996,Male,99,299
1997,Male,99,231
1998,Male,99,190
1999,Male,99,274
2000,Male,99,309
2001,Male,99,443
2002,Male,99,338
2003,Male,99,270
2004,Male,99,321
2005,Male,99,322
2006,Male,99,324
2007,Male,99,319
2008,Male,99,317
2009,Male,99,350
2010,Male,99,394
2011,Male,99,397
2012,Male,99,447
2013,Male,99,459
2014,Male,99,486
2015,Male,99,529
2016,Male,99,632
2017,Male,99,688
2018,Male,99,663
2019,Male,99,846
2020,Male,99,842
2021,Male,99,894
2022,Male,99,1010
2023,Male,99,1079
2024,Male,99,1303
2025,Male,99,1559
1971,Male,100,57
1972,Male,100,60
1973,Male,100,64
1974,Male,100,67
1975,Male,100,50
1976,Male,100,81
1977,Male,100,92
1978,Male,100,76
1979,Male,100,64
1980,Male,100,84
1981,Male,100,69
1982,Male,100,96
1983,Male,100,135
1984,Male,100,83
1985,Male,100,80
1986,Male,100,164
1987,Male,100,233
1988,Male,100,257
1989,Male,100,276
1990,Male,100,288
1991,Male,100,237
1992,Male,100,165
1993,Male,100,152
1994,Male,100,169
1995,Male,100,193
1996,Male,100,284
1997,Male,100,344
1998,Male,100,378
1999,Male,100,413
2000,Male,100,498
2001,Male,100,610
2002,Male,100,587
2003,Male,100,547
2004,Male,100,498
2005,Male,100,467
2006,Male,100,455
2007,Male,100,508
2008,Male,100,516
2009,Male,100,519
2010,Male,100,525
2011,Male,100,552
2012,Male,100,615
2013,Male,100,675
2014,Male,100,731
2015,Male,100,749
2016,Male,100,736
2017,Male,100,844
2018,Male,100,971
2019,Male,100,1007
2020,Male,100,1109
2021,Male,100,1081
2022,Male,100,1175
2023,Male,100,1344
2024,Male,100,1633
2025,Male,100,2109
1971,Female,0,128282
1972,Female,0,131468
1973,Female,0,123793
1974,Female,0,117770
1975,Female,0,114903
1976,Female,0,110899
1977,Female,0,109539
1978,Female,0,109350
1979,Female,0,108325
1980,Female,0,108080
1981,Female,0,112880
1982,Female,0,114979
1983,Female,0,116956
1984,Female,0,116912
1985,Female,0,117835
1986,Female,0,116208
1987,Female,0,117920
1988,Female,0,119812
1989,Female,0,121711
1990,Female,0,124796
1991,Female,0,126139
1992,Female,0,125643
1993,Female,0,125909
1994,Female,0,125279
1995,Female,0,125303
1996,Female,0,123803
1997,Female,0,123266
1998,Female,0,121384
1999,Female,0,122208
2000,Female,0,122578
2001,Female,0,122309
2002,Female,0,121195
2003,Female,0,121273
2004,Female,0,122284
2005,Female,0,124742
2006,Female,0,130206
2007,Female,0,137923
2008,Female,0,141915
2009,Female,0,143634
2010,Female,0,144664
2011,Female,0,141370
2012,Female,0,148029
2013,Female,0,150574
2014,Female,0,149161
2015,Female,0,150165
2016,Female,0,154826
2017,Female,0,148611
2018,Female,0,146846
2019,Female,0,146484
2020,Female,0,144244
2021,Female,0,145431
2022,Female,0,150193
2023,Female,0,141334
2024,Female,0,141344
2025,Female,0,145854
1971,Female,1,122109
1972,Female,1,129195
1973,Female,1,131654
1974,Female,1,124906
1975,Female,1,118596
1976,Female,1,114461
1977,Female,1,111373
1978,Female,1,109991
1979,Female,1,109614
1980,Female,1,108953
1981,Female,1,109234
1982,Female,1,113785
1983,Female,1,115506
1984,Female,1,117319
1985,Female,1,117293
1986,Female,1,118650
1987,Female,1,117468
1988,Female,1,119090
1989,Female,1,120947
1990,Female,1,122531
1991,Female,1,125251
1992,Female,1,126564
1993,Female,1,125510
1994,Female,1,125895
1995,Female,1,125599
1996,Female,1,125737
1997,Female,1,124233
1998,Female,1,123774
1999,Female,1,122026
2000,Female,1,123003
2001,Female,1,123877
2002,Female,1,122957
2003,Female,1,121946
2004,Female,1,122074
2005,Female,1,123405
2006,Female,1,125440
2007,Female,1,132033
2008,Female,1,138288
2009,Female,1,142088
2010,Female,1,142837
2011,Female,1,143250
2012,Female,1,143649
2013,Female,1,149164
2014,Female,1,151391
2015,Female,1,150162
2016,Female,1,152039
2017,Female,1,155001
2018,Female,1,149167
2019,Female,1,147209
2020,Female,1,146259
2021,Female,1,143483
2022,Female,1,145777
2023,Female,1,151475
2024,Female,1,142899
2025,Female,1,142408
1971,Female,2,124245
1972,Female,2,123097
1973,Female,2,130409
1974,Female,2,132726
1975,Female,2,125849
1976,Female,2,119633
1977,Female,2,115187
1978,Female,2,112098
1979,Female,2,110485
1980,Female,2,110410
1981,Female,2,110143
1982,Female,2,110478
1983,Female,2,114460
1984,Female,2,116022
1985,Female,2,117997
1986,Female,2,118129
1987,Female,2,119934
1988,Female,2,119149
1989,Female,2,120379
1990,Female,2,121917
1991,Female,2,123201
1992,Female,2,126008
1993,Female,2,126857
1994,Female,2,125577
1995,Female,2,126297
1996,Female,2,126080
1997,Female,2,126597
1998,Female,2,124919
1999,Female,2,124476
2000,Female,2,122824
2001,Female,2,124132
2002,Female,2,124640
2003,Female,2,123931
2004,Female,2,122786
2005,Female,2,123149
2006,Female,2,124714
2007,Female,2,127478
2008,Female,2,134270
2009,Female,2,139100
2010,Female,2,142144
2011,Female,2,142664
2012,Female,2,145990
2013,Female,2,146286
2014,Female,2,150569
2015,Female,2,152568
2016,Female,2,151771
2017,Female,2,152923
2018,Female,2,155447
2019,Female,2,150195
2020,Female,2,147613
2021,Female,2,145899
2022,Female,2,144296
2023,Female,2,147292
2024,Female,2,153326
2025,Female,2,144499
1971,Female,3,118721
1972,Female,3,124648
1973,Female,3,124024
1974,Female,3,132101
1975,Female,3,133384
1976,Female,3,126686
1977,Female,3,120196
1978,Female,3,115902
1979,Female,3,112708
1980,Female,3,111287
1981,Female,3,111626
1982,Female,3,111345
1983,Female,3,111235
1984,Female,3,114861
1985,Female,3,116692
1986,Female,3,118863
1987,Female,3,119292
1988,Female,3,121401
1989,Female,3,120816
1990,Female,3,121411
1991,Female,3,122693
1992,Female,3,123866
1993,Female,3,126423
1994,Female,3,127351
1995,Female,3,126012
1996,Female,3,126664
1997,Female,3,126848
1998,Female,3,127484
1999,Female,3,125778
2000,Female,3,125399
2001,Female,3,123871
2002,Female,3,124915
2003,Female,3,125555
2004,Female,3,124992
2005,Female,3,123940
2006,Female,3,124395
2007,Female,3,126564
2008,Female,3,129785
2009,Female,3,136677
2010,Female,3,139506
2011,Female,3,142261
2012,Female,3,144948
2013,Female,3,148397
2014,Female,3,148535
2015,Female,3,151757
2016,Female,3,154066
2017,Female,3,153421
2018,Female,3,153550
2019,Female,3,156050
2020,Female,3,150890
2021,Female,3,147375
2022,Female,3,147019
2023,Female,3,146240
2024,Female,3,149178
2025,Female,3,154872
1971,Female,4,117467
1972,Female,4,119197
1973,Female,4,124899
1974,Female,4,125360
1975,Female,4,133308
1976,Female,4,133914
1977,Female,4,126966
1978,Female,4,120745
1979,Female,4,116486
1980,Female,4,113563
1981,Female,4,112517
1982,Female,4,112977
1983,Female,4,111910
1984,Female,4,111807
1985,Female,4,115566
1986,Female,4,117615
1987,Female,4,119914
1988,Female,4,120691
1989,Female,4,122965
1990,Female,4,122266
1991,Female,4,122117
1992,Female,4,123452
1993,Female,4,124201
1994,Female,4,127005
1995,Female,4,128022
1996,Female,4,126453
1997,Female,4,127512
1998,Female,4,127679
1999,Female,4,128622
2000,Female,4,126703
2001,Female,4,126443
2002,Female,4,124772
2003,Female,4,125815
2004,Female,4,126538
2005,Female,4,126260
2006,Female,4,125327
2007,Female,4,126230
2008,Female,4,128583
2009,Female,4,132216
2010,Female,4,138539
2011,Female,4,140042
2012,Female,4,144852
2013,Female,4,147114
2014,Female,4,150567
2015,Female,4,150877
2016,Female,4,153031
2017,Female,4,155466
2018,Female,4,154629
2019,Female,4,154439
2020,Female,4,156429
2021,Female,4,150914
2022,Female,4,148710
2023,Female,4,149289
2024,Female,4,148386
2025,Female,4,150876
1971,Female,5,116184
1972,Female,5,117916
1973,Female,5,119421
1974,Female,5,125471
1975,Female,5,126258
1976,Female,5,134351
1977,Female,5,134285
1978,Female,5,127194
1979,Female,5,121169
1980,Female,5,117342
1981,Female,5,114823
1982,Female,5,113621
1983,Female,5,113783
1984,Female,5,112223
1985,Female,5,112580
1986,Female,5,116413
1987,Female,5,118759
1988,Female,5,121137
1989,Female,5,122169
1990,Female,5,124199
1991,Female,5,123542
1992,Female,5,122916
1993,Female,5,123670
1994,Female,5,124613
1995,Female,5,127835
1996,Female,5,128846
1997,Female,5,127573
1998,Female,5,128448
1999,Female,5,128538
2000,Female,5,129721
2001,Female,5,127686
2002,Female,5,127113
2003,Female,5,125792
2004,Female,5,126674
2005,Female,5,127782
2006,Female,5,127549
2007,Female,5,127028
2008,Female,5,128183
2009,Female,5,130688
2010,Female,5,134034
2011,Female,5,140424
2012,Female,5,142675
2013,Female,5,147182
2014,Female,5,148994
2015,Female,5,152593
2016,Female,5,153204
2017,Female,5,154847
2018,Female,5,156876
2019,Female,5,156023
2020,Female,5,155168
2021,Female,5,155841
2022,Female,5,152290
2023,Female,5,151043
2024,Female,5,151599
2025,Female,5,150346
1971,Female,6,117540
1972,Female,6,116666
1973,Female,6,118083
1974,Female,6,119908
1975,Female,6,125601
1976,Female,6,126910
1977,Female,6,135103
1978,Female,6,134657
1979,Female,6,127182
1980,Female,6,121831
1981,Female,6,118551
1982,Female,6,115979
1983,Female,6,114106
1984,Female,6,114189
1985,Female,6,112781
1986,Female,6,113559
1987,Female,6,117683
1988,Female,6,120025
1989,Female,6,122520
1990,Female,6,123203
1991,Female,6,125163
1992,Female,6,124377
1993,Female,6,123215
1994,Female,6,124059
1995,Female,6,125183
1996,Female,6,128830
1997,Female,6,129641
1998,Female,6,128666
1999,Female,6,129435
2000,Female,6,129491
2001,Female,6,130947
2002,Female,6,128366
2003,Female,6,127879
2004,Female,6,126707
2005,Female,6,127826
2006,Female,6,129050
2007,Female,6,129029
2008,Female,6,128640
2009,Female,6,130034
2010,Female,6,132246
2011,Female,6,135789
2012,Female,6,141860
2013,Female,6,145067
2014,Female,6,149051
2015,Female,6,150559
2016,Female,6,154557
2017,Female,6,154738
2018,Female,6,156237
2019,Female,6,157863
2020,Female,6,157082
2021,Female,6,154738
2022,Female,6,157110
2023,Female,6,154438
2024,Female,6,153167
2025,Female,6,153430
1971,Female,7,122331
1972,Female,7,118022
1973,Female,7,117036
1974,Female,7,118471
1975,Female,7,120080
1976,Female,7,125504
1977,Female,7,127276
1978,Female,7,135991
1979,Female,7,134778
1980,Female,7,127487
1981,Female,7,122835
1982,Female,7,119776
1983,Female,7,116628
1984,Female,7,114424
1985,Female,7,114856
1986,Female,7,113529
1987,Female,7,114626
1988,Female,7,119151
1989,Female,7,121262
1990,Female,7,123593
1991,Female,7,123987
1992,Female,7,125751
1993,Female,7,124810
1994,Female,7,123626
1995,Female,7,124642
1996,Female,7,126014
1997,Female,7,129372
1998,Female,7,130505
1999,Female,7,129926
2000,Female,7,130484
2001,Female,7,130557
2002,Female,7,131621
2003,Female,7,129015
2004,Female,7,128698
2005,Female,7,127710
2006,Female,7,129084
2007,Female,7,130467
2008,Female,7,130533
2009,Female,7,130144
2010,Female,7,131390
2011,Female,7,133778
2012,Female,7,136936
2013,Female,7,143088
2014,Female,7,147113
2015,Female,7,150739
2016,Female,7,152072
2017,Female,7,155990
2018,Female,7,155728
2019,Female,7,157544
2020,Female,7,158543
2021,Female,7,157026
2022,Female,7,155771
2023,Female,7,159150
2024,Female,7,156486
2025,Female,7,154799
1971,Female,8,124909
1972,Female,8,123144
1973,Female,8,118300
1974,Female,8,117604
1975,Female,8,118596
1976,Female,8,119890
1977,Female,8,126316
1978,Female,8,127693
1979,Female,8,136643
1980,Female,8,135199
1981,Female,8,128190
1982,Female,8,124044
1983,Female,8,120424
1984,Female,8,117010
1985,Female,8,114826
1986,Female,8,115649
1987,Female,8,114883
1988,Female,8,115945
1989,Female,8,120707
1990,Female,8,122141
1991,Female,8,124290
1992,Female,8,124836
1993,Female,8,125899
1994,Female,8,125255
1995,Female,8,124314
1996,Female,8,125289
1997,Female,8,126812
1998,Female,8,129913
1999,Female,8,131312
2000,Female,8,131191
2001,Female,8,131599
2002,Female,8,131266
2003,Female,8,132331
2004,Female,8,129811
2005,Female,8,129588
2006,Female,8,129008
2007,Female,8,130490
2008,Female,8,131761
2009,Female,8,132035
2010,Female,8,131455
2011,Female,8,132800
2012,Female,8,134803
2013,Female,8,137887
2014,Female,8,144058
2015,Female,8,148938
2016,Female,8,152504
2017,Female,8,153598
2018,Female,8,157057
2019,Female,8,156756
2020,Female,8,158678
2021,Female,8,158433
